period,stateid,stateDescription,price,growth_rate (%)
2022,MS,Mississippi,12.41,7.352941176470584
2023,MS,Mississippi,13.23,6.607574536663985
2024,MS,Mississippi,13.39,1.2093726379440728
2025,MS,Mississippi,14.03,4.7796863330843875
2010,MT,Montana,9.16,
2011,MT,Montana,9.75,6.4410480349345045
2012,MT,Montana,10.08,3.384615384615386
2013,MT,Montana,10.33,2.4801587301587213
2014,MT,Montana,10.18,-1.4520813165537327
2015,MT,Montana,10.88,6.876227897838905
2016,MT,Montana,10.94,0.5514705882352811
2017,MT,Montana,10.95,0.0914076782449813
2018,MT,Montana,10.96,0.09132420091324533
2019,MT,Montana,11.13,1.5510948905109512
2020,MT,Montana,11.24,0.9883198562443685
2021,MT,Montana,11.22,-0.1779359430604921
2022,MT,Montana,11.33,0.9803921568627416
2023,MT,Montana,12.54,10.679611650485432
2024,MT,Montana,12.66,0.9569377990430672
2025,MT,Montana,12.98,2.5276461295418606
2010,NC,North Carolina,10.12,
2011,NC,North Carolina,10.26,1.3833992094861802
2012,NC,North Carolina,10.91,6.335282651072127
2013,NC,North Carolina,10.97,0.5499541704858002
2014,NC,North Carolina,11.1,1.185050136736554
2015,NC,North Carolina,11.28,1.6216216216216273
2016,NC,North Carolina,11.03,-2.2163120567375905
2017,NC,North Carolina,10.94,-0.8159564823209453
2018,NC,North Carolina,11.09,1.3711151736745864
2019,NC,North Carolina,11.42,2.975653742110018
2020,NC,North Carolina,11.38,-0.3502626970227629
2021,NC,North Carolina,11.32,-0.5272407732864748
2022,NC,North Carolina,11.62,2.6501766784452263
2023,NC,North Carolina,12.93,11.273666092943202
2024,NC,North Carolina,14.13,9.280742459396762
2025,NC,North Carolina,14.02,-0.7784854918612916
2010,ND,North Dakota,8.13,
2011,ND,North Dakota,8.58,5.535055350553497
2012,ND,North Dakota,9.06,5.594405594405605
2013,ND,North Dakota,9.12,0.6622516556291203
2014,ND,North Dakota,9.15,0.328947368421062
2015,ND,North Dakota,9.62,5.136612021857911
2016,ND,North Dakota,10.16,5.613305613305619
2017,ND,North Dakota,10.29,1.2795275590551158
2018,ND,North Dakota,10.25,-0.38872691933915515
2019,ND,North Dakota,10.3,0.4878048780487809
2020,ND,North Dakota,10.44,1.3592233009708687
2021,ND,North Dakota,10.85,3.9272030651340994
2022,ND,North Dakota,10.92,0.6451612903225934
2023,ND,North Dakota,11.01,0.8241758241758212
2024,ND,North Dakota,11.51,4.541326067211626
2025,ND,North Dakota,11.81,2.6064291920069538
2010,NE,Nebraska,8.94,
2011,NE,Nebraska,9.32,4.250559284116351
2012,NE,Nebraska,10.04,7.725321888411996
2013,NE,Nebraska,10.31,2.689243027888466
2014,NE,Nebraska,10.4,0.8729388942773975
2015,NE,Nebraska,10.6,1.9230769230769162
2016,NE,Nebraska,10.84,2.264150943396226
2017,NE,Nebraska,10.97,1.1992619926199266
2018,NE,Nebraska,10.7,-2.461257976299014
2019,NE,Nebraska,10.77,0.6542056074766434
2020,NE,Nebraska,10.8,0.2785515320334442
2021,NE,Nebraska,10.75,-0.462962962962965
2022,NE,Nebraska,10.79,0.37209302325580396
2023,NE,Nebraska,11.2,3.7998146431881485
2024,NE,Nebraska,11.53,2.946428571428572
2025,NE,Nebraska,12.34,7.0251517779705175
2010,NH,New Hampshire,16.32,
2011,NH,New Hampshire,16.52,1.225490196078427
2012,NH,New Hampshire,16.07,-2.723970944309928
2013,NH,New Hampshire,16.33,1.6179215930304691
2014,NH,New Hampshire,17.53,7.348438456827933
2015,NH,New Hampshire,18.5,5.53337136337706
2016,NH,New Hampshire,18.38,-0.6486486486486531
2017,NH,New Hampshire,19.2,4.461371055495111
2018,NH,New Hampshire,19.69,2.5520833333333437
2019,NH,New Hampshire,20.05,1.8283392585068503
2020,NH,New Hampshire,19.04,-5.03740648379053
2021,NH,New Hampshire,19.85,4.254201680672276
2022,NH,New Hampshire,25.46,28.261964735516365
2023,NH,New Hampshire,28.15,10.565593087195602
2024,NH,New Hampshire,23.4,-16.87388987566607
2025,NH,New Hampshire,24.56,4.957264957264962
2010,NJ,New Jersey,16.57,
2011,NJ,New Jersey,16.23,-2.051901025950509
2012,NJ,New Jersey,15.78,-2.7726432532347522
2013,NJ,New Jersey,15.73,-0.3168567807350975
2014,NJ,New Jersey,15.78,0.31786395422759295
2015,NJ,New Jersey,15.81,0.19011406844107182
2016,NJ,New Jersey,15.72,-0.5692599620493399
2017,NJ,New Jersey,15.65,-0.4452926208651453
2018,NJ,New Jersey,15.41,-1.5335463258785986
2019,NJ,New Jersey,15.85,2.8552887735236787
2020,NJ,New Jersey,16.03,1.1356466876971671
2021,NJ,New Jersey,16.35,1.9962570180910744
2022,NJ,New Jersey,16.74,2.3853211009174036
2023,NJ,New Jersey,17.7,5.7347670250896154
2024,NJ,New Jersey,19.34,9.265536723163837
2025,NJ,New Jersey,22.63,17.01137538779731
2010,NM,New Mexico,10.52,
2011,NM,New Mexico,11.0,4.562737642585546
2012,NM,New Mexico,11.37,3.3636363636363464
2013,NM,New Mexico,11.68,2.726473175021993
2014,NM,New Mexico,12.28,5.13698630136985
2015,NM,New Mexico,12.47,1.547231270358318
2016,NM,New Mexico,12.03,-3.5284683239775516
2017,NM,New Mexico,12.88,7.065669160432275
2018,NM,New Mexico,12.68,-1.552795031055909
2019,NM,New Mexico,12.51,-1.340694006309151
2020,NM,New Mexico,12.94,3.437250199840136
2021,NM,New Mexico,13.52,4.482225656877903
2022,NM,New Mexico,13.84,2.366863905325456
2023,NM,New Mexico,13.85,0.07225433526012459
2024,NM,New Mexico,14.2,2.5270758122743597
2025,NM,New Mexico,15.08,6.197183098591563
2010,NV,Nevada,12.36,
2011,NV,Nevada,11.61,-6.0679611650485406
2012,NV,Nevada,11.83,1.8949181739879473
2013,NV,Nevada,11.89,0.5071851225697532
2014,NV,Nevada,12.93,8.746846089150528
2015,NV,Nevada,12.76,-1.314771848414542
2016,NV,Nevada,11.41,-10.579937304075237
2017,NV,Nevada,11.99,5.083260297984227
2018,NV,Nevada,11.85,-1.1676396997498006
2019,NV,Nevada,12.0,1.2658227848101333
2020,NV,Nevada,11.34,-5.500000000000005
2021,NV,Nevada,11.49,1.3227513227513255
2022,NV,Nevada,13.78,19.930374238468218
2023,NV,Nevada,16.67,20.972423802612504
2024,NV,Nevada,15.0,-10.017996400719865
2025,NV,Nevada,13.15,-12.333333333333329
2010,NY,New York,18.74,
2011,NY,New York,18.26,-2.5613660618996614
2012,NY,New York,17.62,-3.5049288061336337
2013,NY,New York,18.79,6.640181611804752
2014,NY,New York,20.07,6.812134113890367
2015,NY,New York,18.54,-7.623318385650235
2016,NY,New York,17.58,-5.177993527508096
2017,NY,New York,18.03,2.559726962457365
2018,NY,New York,18.52,2.717692734331667
2019,NY,New York,17.94,-3.131749460043187
2020,NY,New York,18.36,2.341137123745818
2021,NY,New York,19.48,6.100217864923763
2022,NY,New York,22.08,13.347022587268986
2023,NY,New York,22.24,0.7246376811594235
2024,NY,New York,24.43,9.847122302158272
2025,NY,New York,26.39,8.022922636103157
2010,OH,Ohio,11.31,
2011,OH,Ohio,11.42,0.9725906277630259
2012,OH,Ohio,11.76,2.977232924693518
2013,OH,Ohio,12.01,2.1258503401360596
2014,OH,Ohio,12.5,4.079933388842627
2015,OH,Ohio,12.8,2.400000000000002
2016,OH,Ohio,12.47,-2.578124999999998
2017,OH,Ohio,12.63,1.2830793905372895
2018,OH,Ohio,12.56,-0.5542359461599422
2019,OH,Ohio,12.38,-1.4331210191082744
2020,OH,Ohio,12.29,-0.7269789983845087
2021,OH,Ohio,12.77,3.9056143205858485
2022,OH,Ohio,13.85,8.457321848081435
2023,OH,Ohio,15.38,11.046931407942239
2024,OH,Ohio,15.99,3.966189856957092
2025,OH,Ohio,16.96,6.066291432145099
2010,OK,Oklahoma,9.14,
2011,OK,Oklahoma,9.47,3.610503282275701
2012,OK,Oklahoma,9.51,0.42238648363250864
2013,OK,Oklahoma,9.67,1.682439537329139
2014,OK,Oklahoma,10.03,3.7228541882109667
2015,OK,Oklahoma,10.14,1.0967098703888567
2016,OK,Oklahoma,10.2,0.5917159763313418
2017,OK,Oklahoma,10.61,4.019607843137263
2018,OK,Oklahoma,10.3,-2.9217719132893394
2019,OK,Oklahoma,10.21,-0.8737864077669855
2020,OK,Oklahoma,10.12,-0.8814887365328317
2021,OK,Oklahoma,11.0,8.69565217391306
2022,OK,Oklahoma,12.44,13.090909090909086
2023,OK,Oklahoma,12.08,-2.893890675241151
2024,OK,Oklahoma,12.24,1.324503311258285
2025,OK,Oklahoma,13.12,7.189542483660127
2010,OR,Oregon,8.87,
2011,OR,Oregon,9.54,7.553551296505079
2012,OR,Oregon,9.8,2.7253668763102867
2013,OR,Oregon,9.9,1.0204081632652962
2014,OR,Oregon,10.47,5.757575757575761
2015,OR,Oregon,10.66,1.8147086914995114
2016,OR,Oregon,10.66,0.0
2017,OR,Oregon,10.66,0.0
2018,OR,Oregon,10.98,3.0018761726078758
2019,OR,Oregon,11.01,0.2732240437158362
2020,OR,Oregon,11.17,1.4532243415077195
2021,OR,Oregon,11.37,1.7905102954342
2022,OR,Oregon,11.42,0.4397537379067895
2023,OR,Oregon,12.73,11.471103327495635
2024,OR,Oregon,14.7,15.475255302435187
2025,OR,Oregon,15.37,4.5578231292517035
2010,PA,Pennsylvania,12.7,
2011,PA,Pennsylvania,13.26,4.409448818897643
2012,PA,Pennsylvania,12.75,-3.8461538461538436
2013,PA,Pennsylvania,12.79,0.31372549019608176
2014,PA,Pennsylvania,13.32,4.143862392494135
2015,PA,Pennsylvania,13.64,2.402402402402415
2016,PA,Pennsylvania,13.86,1.6129032258064502
2017,PA,Pennsylvania,14.23,2.669552669552666
2018,PA,Pennsylvania,13.89,-2.3893183415319763
2019,PA,Pennsylvania,13.8,-0.6479481641468721
2020,PA,Pennsylvania,13.58,-1.594202898550734
2021,PA,Pennsylvania,13.76,1.3254786450662692
2022,PA,Pennsylvania,15.94,15.843023255813948
2023,PA,Pennsylvania,18.1,13.55081555834381
2024,PA,Pennsylvania,17.77,-1.8232044198895125
2025,PA,Pennsylvania,19.3,8.610016882386052
2010,RI,Rhode Island,15.92,
2011,RI,Rhode Island,14.33,-9.987437185929648
2012,RI,Rhode Island,14.4,0.488485694347518
2013,RI,Rhode Island,15.2,5.555555555555558
2014,RI,Rhode Island,17.17,12.960526315789501
2015,RI,Rhode Island,19.29,12.347117064647616
2016,RI,Rhode Island,18.62,-3.4733022291342563
2017,RI,Rhode Island,18.32,-1.611170784103122
2018,RI,Rhode Island,20.55,12.17248908296944
2019,RI,Rhode Island,21.73,5.742092457420922
2020,RI,Rhode Island,22.01,1.288541187298664
2021,RI,Rhode Island,22.3,1.317582916855975
2022,RI,Rhode Island,23.21,4.080717488789243
2023,RI,Rhode Island,27.02,16.415338216286067
2024,RI,Rhode Island,28.65,6.0325684678016245
2025,RI,Rhode Island,29.46,2.8272251308900653
2010,SC,South Carolina,10.5,
2011,SC,South Carolina,11.05,5.238095238095242
2012,SC,South Carolina,11.77,6.515837104072397
2013,SC,South Carolina,11.99,1.869158878504673
2014,SC,South Carolina,12.45,3.8365304420350244
2015,SC,South Carolina,12.57,0.9638554216867545
2016,SC,South Carolina,12.65,0.6364359586316537
2017,SC,South Carolina,13.02,2.924901185770734
2018,SC,South Carolina,12.44,-4.454685099846389
2019,SC,South Carolina,12.99,4.421221864951774
2020,SC,South Carolina,12.78,-1.616628175519641
2021,SC,South Carolina,12.86,0.6259780907668322
2022,SC,South Carolina,13.59,5.676516329704517
2023,SC,South Carolina,13.68,0.6622516556291425
2024,SC,South Carolina,14.23,4.020467836257313
2025,SC,South Carolina,14.96,5.130007027406891
2010,SD,South Dakota,8.97,
2011,SD,South Dakota,9.35,4.236343366778139
2012,SD,South Dakota,10.07,7.700534759358302
2013,SD,South Dakota,10.26,1.8867924528301883
2014,SD,South Dakota,10.47,2.046783625731008
2015,SD,South Dakota,11.08,5.8261700095511015
2016,SD,South Dakota,11.47,3.5198555956678756
2017,SD,South Dakota,11.77,2.615518744550993
2018,SD,South Dakota,11.59,-1.5293118096856406
2019,SD,South Dakota,11.55,-0.3451251078515849
2020,SD,South Dakota,11.75,1.7316017316017174
2021,SD,South Dakota,12.22,4.0000000000000036
2022,SD,South Dakota,12.09,-1.0638297872340496
2023,SD,South Dakota,12.32,1.9023986765922318
2024,SD,South Dakota,12.86,4.383116883116878
2025,SD,South Dakota,13.38,4.043545878693644
2010,TN,Tennessee,9.23,
2011,TN,Tennessee,9.98,8.125677139761645
2012,TN,Tennessee,10.1,1.2024048096192397
2013,TN,Tennessee,9.98,-1.188118811881178
2014,TN,Tennessee,10.32,3.4068136272545013
2015,TN,Tennessee,10.3,-0.19379844961240345
2016,TN,Tennessee,10.41,1.0679611650485477
2017,TN,Tennessee,10.72,2.9779058597502406
2018,TN,Tennessee,10.71,-0.0932835820895539
2019,TN,Tennessee,10.87,1.4939309056956063
2020,TN,Tennessee,10.76,-1.0119595216191324
2021,TN,Tennessee,11.07,2.8810408921933206
2022,TN,Tennessee,12.25,10.659439927732617
2023,TN,Tennessee,12.19,-0.4897959183673528
2024,TN,Tennessee,12.42,1.8867924528301883
2025,TN,Tennessee,13.18,6.119162640901776
2010,TX,Texas,11.6,
2011,TX,Texas,11.08,-4.482758620689653
2012,TX,Texas,10.98,-0.9025270758122761
2013,TX,Texas,11.35,3.3697632058287796
2014,TX,Texas,11.86,4.493392070484581
2015,TX,Texas,11.56,-2.529510961214154
2016,TX,Texas,10.99,-4.930795847750868
2017,TX,Texas,11.01,0.18198362147405778
2018,TX,Texas,11.2,1.72570390554041
2019,TX,Texas,11.76,5.000000000000004
2020,TX,Texas,11.71,-0.42517006802720303
2021,TX,Texas,12.11,3.415883859948754
2022,TX,Texas,13.76,13.625103220478941
2023,TX,Texas,14.46,5.087209302325579
2024,TX,Texas,14.94,3.319502074688785
2025,TX,Texas,15.47,3.547523427041499
2010,UT,Utah,8.71,
2011,UT,Utah,8.96,2.870264064293915
2012,UT,Utah,9.93,10.825892857142838
2013,UT,Utah,10.37,4.431017119838865
2014,UT,Utah,10.65,2.700096432015431
2015,UT,Utah,10.88,2.1596244131455444
2016,UT,Utah,11.02,1.2867647058823373
2017,UT,Utah,10.95,-0.6352087114337546
2018,UT,Utah,10.41,-4.93150684931506
2019,UT,Utah,10.4,-0.09606147934677622
2020,UT,Utah,10.44,0.38461538461538325
2021,UT,Utah,10.43,-0.09578544061302763
2022,UT,Utah,10.84,3.9309683604985546
2023,UT,Utah,11.2,3.3210332103321027
2024,UT,Utah,12.22,9.107142857142868
2025,UT,Utah,13.07,6.955810147299513
2010,VA,Virginia,10.45,
2011,VA,Virginia,10.64,1.81818181818183
2012,VA,Virginia,11.08,4.135338345864659
2013,VA,Virginia,10.84,-2.166064981949456
2014,VA,Virginia,11.1,2.398523985239853
2015,VA,Virginia,11.37,2.43243243243243
2016,VA,Virginia,11.36,-0.08795074758135568
2017,VA,Virginia,11.55,1.6725352112676228
2018,VA,Virginia,11.73,1.558441558441559
2019,VA,Virginia,12.07,2.898550724637672
2020,VA,Virginia,12.03,-0.3314001657000909
2021,VA,Virginia,11.96,-0.5818786367414619
2022,VA,Virginia,13.34,11.538461538461519
2023,VA,Virginia,14.26,6.896551724137923
2024,VA,Virginia,14.41,1.051893408134652
2025,VA,Virginia,15.28,6.037473976405261
2010,VT,Vermont,15.57,
2011,VT,Vermont,16.26,4.431599229287109
2012,VT,Vermont,17.01,4.612546125461248
2013,VT,Vermont,17.14,0.7642563198118735
2014,VT,Vermont,17.47,1.9253208868144522
2015,VT,Vermont,17.09,-2.1751574127074957
2016,VT,Vermont,17.37,1.6383850204798156
2017,VT,Vermont,17.68,1.7846862406447839
2018,VT,Vermont,18.02,1.9230769230769162
2019,VT,Vermont,17.71,-1.720310765815758
2020,VT,Vermont,19.54,10.333145115753805
2021,VT,Vermont,19.26,-1.4329580348004023
2022,VT,Vermont,19.93,3.4787123572170175
2023,VT,Vermont,20.82,4.465629703963869
2024,VT,Vermont,21.9,5.187319884726227
2025,VT,Vermont,22.92,4.657534246575357
2010,WA,Washington,8.04,
2011,WA,Washington,8.28,2.9850746268656803
2012,WA,Washington,8.53,3.0193236714975757
2013,WA,Washington,8.7,1.992966002344665
2014,WA,Washington,8.67,-0.34482758620688614
2015,WA,Washington,9.09,4.844290657439454
2016,WA,Washington,9.48,4.290429042904287
2017,WA,Washington,9.66,1.8987341772151778
2018,WA,Washington,9.75,0.9316770186335477
2019,WA,Washington,9.71,-0.41025641025640436
2020,WA,Washington,9.87,1.6477857878475666
2021,WA,Washington,10.11,2.4316109422492405
2022,WA,Washington,10.26,1.4836795252225476
2023,WA,Washington,10.98,7.017543859649122
2024,WA,Washington,11.9,8.378870673952644
2025,WA,Washington,13.11,10.168067226890741
2010,WI,Wisconsin,12.65,
2011,WI,Wisconsin,13.02,2.924901185770734
2012,WI,Wisconsin,13.19,1.3056835637480724
2013,WI,Wisconsin,13.55,2.729340409401071
2014,WI,Wisconsin,13.67,0.8856088560885489
2015,WI,Wisconsin,14.11,3.218727139722022
2016,WI,Wisconsin,14.07,-0.28348688873138794
2017,WI,Wisconsin,14.35,1.990049751243772
2018,WI,Wisconsin,14.02,-2.2996515679442497
2019,WI,Wisconsin,14.18,1.1412268188302432
2020,WI,Wisconsin,14.32,0.9873060648801113
2021,WI,Wisconsin,14.52,1.3966480446927276
2022,WI,Wisconsin,15.62,7.575757575757569
2023,WI,Wisconsin,16.88,8.066581306017916
2024,WI,Wisconsin,17.18,1.7772511848341166
2025,WI,Wisconsin,18.16,5.704307334109426
2010,WV,West Virginia,8.79,
2011,WV,West Virginia,9.39,6.825938566552914
2012,WV,West Virginia,9.85,4.898828541001055
2013,WV,West Virginia,9.52,-3.3502538071065957
2014,WV,West Virginia,9.34,-1.8907563025210017
2015,WV,West Virginia,10.08,7.922912205567445
2016,WV,West Virginia,11.44,13.492063492063489
2017,WV,West Virginia,11.63,1.660839160839167
2018,WV,West Virginia,11.18,-3.8693035253654418
2019,WV,West Virginia,11.25,0.6261180679785427
2020,WV,West Virginia,11.8,4.888888888888898
2021,WV,West Virginia,12.15,2.9661016949152463
2022,WV,West Virginia,13.23,8.888888888888879
2023,WV,West Virginia,14.05,6.198034769463345
2024,WV,West Virginia,15.07,7.259786476868313
2025,WV,West Virginia,15.41,2.2561380225613714
2010,WY,Wyoming,8.77,
2011,WY,Wyoming,9.11,3.876852907639683
2012,WY,Wyoming,9.85,8.122941822173434
2013,WY,Wyoming,10.16,3.1472081218274273
2014,WY,Wyoming,10.5,3.34645669291338
2015,WY,Wyoming,10.97,4.476190476190478
2016,WY,Wyoming,11.13,1.4585232452142272
2017,WY,Wyoming,11.37,2.156334231805923
2018,WY,Wyoming,11.29,-0.7036059806508344
2019,WY,Wyoming,11.18,-0.9743135518157642
2020,WY,Wyoming,11.11,-0.6261180679785316
2021,WY,Wyoming,11.17,0.5400540054005365
2022,WY,Wyoming,11.09,-0.71620411817368
2023,WY,Wyoming,11.46,3.3363390441839558
2024,WY,Wyoming,12.47,8.813263525305404
2025,WY,Wyoming,13.38,7.297514033680841
